#LECROYWR64MXi,50182,Histogram
#Segments,1,SegmentSize,500
#Segment,TrigTime,TimeSinceSegment1
#1,22-Nov-2012 14:16:15,0                 
#Time,Ampl
0,0
2e-007,0
4e-007,0
6e-007,0
8e-007,0
1e-006,0
1.2e-006,0
1.4e-006,0
1.6e-006,0
1.8e-006,0
2e-006,0
2.2e-006,0
2.4e-006,0
2.6e-006,0
2.8e-006,0
3e-006,0
3.2e-006,0
3.4e-006,0
3.6e-006,0
3.8e-006,0
4e-006,0
4.2e-006,0
4.4e-006,0
4.6e-006,0
4.8e-006,0
5e-006,0
5.2e-006,0
5.4e-006,0
5.6e-006,0
5.8e-006,0
6e-006,0
6.2e-006,0
6.4e-006,0
6.6e-006,0
6.8e-006,0
7e-006,0
7.2e-006,0
7.4e-006,0
7.6e-006,0
7.8e-006,0
8e-006,0
8.2e-006,0
8.4e-006,0
8.6e-006,0
8.8e-006,0
9e-006,0
9.2e-006,0
9.4e-006,0
9.6e-006,0
9.8e-006,0
1e-005,0
1.02e-005,0
1.04e-005,0
1.06e-005,0
1.08e-005,0
1.1e-005,0
1.12e-005,0
1.14e-005,0
1.16e-005,0
1.18e-005,0
1.2e-005,0
1.22e-005,0
1.24e-005,0
1.26e-005,0
1.28e-005,0
1.3e-005,0
1.32e-005,0
1.34e-005,0
1.36e-005,0
1.38e-005,0
1.4e-005,0
1.42e-005,0
1.44e-005,0
1.46e-005,0
1.48e-005,0
1.5e-005,0
1.52e-005,0
1.54e-005,0
1.56e-005,0
1.58e-005,0
1.6e-005,0
1.62e-005,0
1.64e-005,0
1.66e-005,0
1.68e-005,0
1.7e-005,0
1.72e-005,0
1.74e-005,0
1.76e-005,0
1.78e-005,0
1.8e-005,0
1.82e-005,0
1.84e-005,0
1.86e-005,0
1.88e-005,0
1.9e-005,0
1.92e-005,0
1.94e-005,0
1.96e-005,0
1.98e-005,0
2e-005,0
2.02e-005,0
2.04e-005,0
2.06e-005,0
2.08e-005,0
2.1e-005,0
2.12e-005,0
2.14e-005,0
2.16e-005,0
2.18e-005,0
2.2e-005,0
2.22e-005,0
2.24e-005,0
2.26e-005,0
2.28e-005,0
2.3e-005,0
2.32e-005,0
2.34e-005,0
2.36e-005,0
2.38e-005,0
2.4e-005,0
2.42e-005,0
2.44e-005,0
2.46e-005,0
2.48e-005,0
2.5e-005,0
2.52e-005,0
2.54e-005,0
2.56e-005,0
2.58e-005,0
2.6e-005,0
2.62e-005,0
2.64e-005,0
2.66e-005,0
2.68e-005,0
2.7e-005,0
2.72e-005,0
2.74e-005,0
2.76e-005,0
2.78e-005,0
2.8e-005,0
2.82e-005,0
2.84e-005,0
2.86e-005,0
2.88e-005,0
2.9e-005,0
2.92e-005,0
2.94e-005,0
2.96e-005,0
2.98e-005,0
3e-005,0
3.02e-005,0
3.04e-005,0
3.06e-005,0
3.08e-005,0
3.1e-005,0
3.12e-005,0
3.14e-005,0
3.16e-005,0
3.18e-005,0
3.2e-005,0
3.22e-005,0
3.24e-005,0
3.26e-005,0
3.28e-005,0
3.3e-005,0
3.32e-005,0
3.34e-005,0
3.36e-005,0
3.38e-005,0
3.4e-005,0
3.42e-005,0
3.44e-005,0
3.46e-005,0
3.48e-005,0
3.5e-005,0
3.52e-005,0
3.54e-005,0
3.56e-005,0
3.58e-005,0
3.6e-005,0
3.62e-005,0
3.64e-005,0
3.66e-005,0
3.68e-005,0
3.7e-005,0
3.72e-005,0
3.74e-005,0
3.76e-005,0
3.78e-005,0
3.8e-005,0
3.82e-005,0
3.84e-005,0
3.86e-005,0
3.88e-005,0
3.9e-005,0
3.92e-005,0
3.94e-005,0
3.96e-005,0
3.98e-005,0
4e-005,0
4.02e-005,0
4.04e-005,0
4.06e-005,0
4.08e-005,0
4.1e-005,0
4.12e-005,0
4.14e-005,0
4.16e-005,0
4.18e-005,0
4.2e-005,0
4.22e-005,0
4.24e-005,0
4.26e-005,0
4.28e-005,0
4.3e-005,0
4.32e-005,0
4.34e-005,0
4.36e-005,0
4.38e-005,0
4.4e-005,0
4.42e-005,0
4.44e-005,0
4.46e-005,0
4.48e-005,0
4.5e-005,0
4.52e-005,0
4.54e-005,0
4.56e-005,0
4.58e-005,0
4.6e-005,0
4.62e-005,0
4.64e-005,0
4.66e-005,0
4.68e-005,0
4.7e-005,0
4.72e-005,0
4.74e-005,0
4.76e-005,0
4.78e-005,0
4.8e-005,0
4.82e-005,0
4.84e-005,0
4.86e-005,0
4.88e-005,0
4.9e-005,0
4.92e-005,1
4.94e-005,1
4.96e-005,0
4.98e-005,0
5e-005,1
5.02e-005,0
5.04e-005,0
5.06e-005,1
5.08e-005,0
5.1e-005,3
5.12e-005,0
5.14e-005,2
5.16e-005,1
5.18e-005,4
5.2e-005,2
5.22e-005,3
5.24e-005,1
5.26e-005,6
5.28e-005,9
5.3e-005,8
5.32e-005,14
5.34e-005,17
5.36e-005,15
5.38e-005,13
5.4e-005,18
5.42e-005,23
5.44e-005,31
5.46e-005,49
5.48e-005,33
5.5e-005,45
5.52e-005,58
5.54e-005,60
5.56e-005,75
5.58e-005,91
5.6e-005,96
5.62e-005,126
5.64e-005,112
5.66e-005,145
5.68e-005,131
5.7e-005,149
5.72e-005,172
5.74e-005,176
5.76e-005,141
5.78e-005,202
5.8e-005,185
5.82e-005,172
5.84e-005,185
5.86e-005,195
5.88e-005,230
5.9e-005,229
5.92e-005,236
5.94e-005,244
5.96e-005,270
5.98e-005,294
6e-005,257
6.02e-005,326
6.04e-005,282
6.06e-005,334
6.08e-005,248
6.1e-005,280
6.12e-005,218
6.14e-005,276
6.16e-005,243
6.18e-005,227
6.2e-005,248
6.22e-005,209
6.24e-005,117
6.26e-005,212
6.28e-005,191
6.3e-005,154
6.32e-005,151
6.34e-005,145
6.36e-005,149
6.38e-005,137
6.4e-005,127
6.42e-005,102
6.44e-005,105
6.46e-005,91
6.48e-005,80
6.5e-005,83
6.52e-005,65
6.54e-005,73
6.56e-005,69
6.58e-005,65
6.6e-005,60
6.62e-005,58
6.64e-005,58
6.66e-005,56
6.68e-005,44
6.7e-005,70
6.72e-005,59
6.74e-005,61
6.76e-005,47
6.78e-005,55
6.8e-005,42
6.82e-005,64
6.84e-005,52
6.86e-005,64
6.88e-005,33
6.9e-005,44
6.92e-005,48
6.94e-005,34
6.96e-005,54
6.98e-005,54
7e-005,45
7.02e-005,38
7.04e-005,33
7.06e-005,28
7.08e-005,32
7.1e-005,35
7.12e-005,17
7.14e-005,40
7.16e-005,29
7.18e-005,27
7.2e-005,30
7.22e-005,31
7.24e-005,18
7.26e-005,28
7.28e-005,16
7.3e-005,30
7.32e-005,19
7.34e-005,24
7.36e-005,32
7.38e-005,23
7.4e-005,13
7.42e-005,20
7.44e-005,20
7.46e-005,24
7.48e-005,22
7.5e-005,20
7.52e-005,25
7.54e-005,21
7.56e-005,20
7.58e-005,20
7.6e-005,11
7.62e-005,16
7.64e-005,15
7.66e-005,18
7.68e-005,11
7.7e-005,15
7.72e-005,17
7.74e-005,15
7.76e-005,25
7.78e-005,10
7.8e-005,16
7.82e-005,17
7.84e-005,9
7.86e-005,6
7.88e-005,6
7.9e-005,12
7.92e-005,12
7.94e-005,11
7.96e-005,12
7.98e-005,10
8e-005,9
8.02e-005,4
8.04e-005,17
8.06e-005,7
8.08e-005,3
8.1e-005,4
8.12e-005,13
8.14e-005,3
8.16e-005,6
8.18e-005,7
8.2e-005,10
8.22e-005,4
8.24e-005,4
8.26e-005,7
8.28e-005,5
8.3e-005,1
8.32e-005,4
8.34e-005,4
8.36e-005,4
8.38e-005,2
8.4e-005,4
8.42e-005,1
8.44e-005,2
8.46e-005,2
8.48e-005,3
8.5e-005,3
8.52e-005,1
8.54e-005,6
8.56e-005,3
8.58e-005,1
8.6e-005,3
8.62e-005,2
8.64e-005,1
8.66e-005,0
8.68e-005,0
8.7e-005,1
8.72e-005,2
8.74e-005,3
8.76e-005,1
8.78e-005,1
8.8e-005,1
8.82e-005,1
8.84e-005,1
8.86e-005,1
8.88e-005,0
8.9e-005,2
8.92e-005,2
8.94e-005,1
8.96e-005,0
8.98e-005,0
9e-005,1
9.02e-005,0
9.04e-005,0
9.06e-005,1
9.08e-005,2
9.1e-005,0
9.12e-005,1
9.14e-005,0
9.16e-005,0
9.18e-005,0
9.2e-005,0
9.22e-005,0
9.24e-005,0
9.26e-005,0
9.28e-005,0
9.3e-005,0
9.32e-005,1
9.34e-005,0
9.36e-005,0
9.38e-005,0
9.4e-005,0
9.42e-005,0
9.44e-005,0
9.46e-005,0
9.48e-005,0
9.5e-005,0
9.52e-005,0
9.54e-005,0
9.56e-005,0
9.58e-005,0
9.6e-005,0
9.62e-005,0
9.64e-005,0
9.66e-005,0
9.68e-005,0
9.7e-005,0
9.72e-005,0
9.74e-005,0
9.76e-005,0
9.78e-005,0
9.8e-005,0
9.82e-005,0
9.84e-005,0
9.86e-005,0
9.88e-005,0
9.9e-005,0
9.92e-005,0
9.94e-005,0
9.96e-005,0
9.98e-005,0
